Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
3125,15,335,119,2700,220,207,1060
2768,14,108,40,2418,211,209,524
2506,21,170,37,953,249,207,742
3186,12,577,53,5612,236,217,1538
2767,6,467,121,1994,209,230,2108
3497,22,760,212,2308,251,210,1355
2821,7,108,10,2444,230,228,2685
2795,5,210,19,2067,218,228,2546
2706,11,323,100,2518,239,233,1092
2988,14,175,30,3925,237,239,1282
2917,10,42,0,636,237,228,2404
3045,1,85,1,3019,217,236,433
3021,13,339,56,5710,229,245,2068
3046,11,90,11,2182,195,227,1900
2972,5,446,53,5476,208,244,3876
2535,12,153,18,660,235,216,108
2902,17,150,41,2971,244,210,2143
2597,10,295,17,859,234,224,134
3048,11,90,13,4795,235,221,636
3200,23,90,22,780,214,183,1529
2612,24,90,32,1318,147,222,864
2962,15,201,17,3453,237,212,6181
2704,7,390,26,2291,210,226,1684
2620,23,150,40,1698,252,208,1074
2983,18,234,16,607,239,204,524
2874,10,390,-9,1663,205,222,3007
3154,7,0,0,5117,230,229,1084
2933,26,297,140,3109,183,253,1552
2745,6,67,2,2684,230,230,6518
2776,22,553,-28,3210,228,187,2630
2595,17,306,108,702,241,236,947
2722,8,0,0,2692,232,239,2456
3202,4,443,44,6000,219,243,2372
3238,5,467,93,558,206,235,1350
3039,7,840,22,1368,231,229,558
3200,9,218,-6,800,209,249,2263
3058,9,153,15,4802,227,221,573
2635,10,319,18,3172,217,219,2876
2982,10,210,50,2147,224,219,698
2940,14,277,32,3161,186,224,2100
3169,14,0,0,4140,193,217,323
3103,15,162,17,4116,244,220,2965
3343,6,30,2,2608,207,231,624
3168,8,150,-9,2560,225,222,1271
3010,13,384,82,3065,210,211,825
2970,14,720,213,1256,207,253,1841
3205,16,30,0,3225,225,248,811
2694,8,30,0,859,222,222,2072
3193,24,524,118,4287,243,189,3334
3175,8,808,164,2402,231,225,3027
2618,7,175,27,1536,221,225,4867
3189,11,313,54,331,217,249,2724
2791,9,0,0,3221,215,221,6384
3360,17,390,68,2989,233,243,1216
2778,47,240,137,1500,56,194,1354
2961,10,933,195,2613,226,219,752
3229,9,30,0,4534,204,225,808
2960,9,212,22,4071,228,221,1801
2542,18,242,106,247,247,225,255
3015,2,42,0,3001,218,234,2304
2783,4,30,5,2467,220,231,3859
3011,6,0,0,3266,215,228,408
2896,8,108,19,4391,234,230,5829
3200,15,30,5,1839,238,239,1626
3005,12,351,54,2173,237,218,684
3192,5,95,11,3864,214,230,1477
2749,5,85,0,1848,212,231,2714
3200,12,67,0,1301,215,215,1521
3041,28,175,45,1045,231,172,1749
2856,22,190,-20,3114,226,245,1482
3135,2,268,23,3475,215,240,1025
2564,19,85,3,1500,248,223,1206
2898,5,216,27,1959,210,231,1054
3248,14,451,20,2863,224,210,1057
3387,9,1103,185,3027,209,249,1337
3213,6,335,-7,5567,224,228,1899
2798,9,192,11,2748,236,228,2356
3262,18,767,181,1426,239,205,3252
2243,5,0,0,616,228,234,598
3086,12,162,17,2089,226,247,67
3215,9,42,0,2355,215,221,2613
2919,12,240,-19,5528,205,215,3786
3203,19,408,97,1087,198,199,2100
2972,9,531,53,5595,197,242,3680
3217,19,313,86,1664,170,245,2249
3184,6,360,-29,3046,212,229,1211
2665,26,300,-70,999,219,245,811
2978,11,569,78,5704,195,247,5263
3232,7,612,29,1704,202,234,1129
3086,10,216,28,3726,225,246,661
2956,5,192,-5,5648,206,236,2047
2785,13,85,13,2954,205,213,6166
3321,15,323,62,3127,228,246,1320
2990,5,60,3,2911,224,229,1746
3202,9,192,2,2297,222,246,1570
3118,16,570,207,5396,174,230,947
2996,7,362,64,3208,222,225,947
3113,17,108,-4,3812,171,227,1871
3225,18,573,149,924,192,204,1965
2902,23,365,124,2100,187,254,1983
2869,11,258,50,2796,240,229,2036
2424,21,42,3,1224,158,228,277
2743,8,90,12,1510,199,240,2464
2935,7,150,5,964,231,238,2290
3281,12,270,7,1006,239,222,3297
2316,19,42,10,1253,175,249,1348
3138,4,42,-1,2098,227,238,618
2812,11,124,21,977,236,221,2271
3109,22,297,65,4115,246,199,2736
2989,6,85,-1,4031,204,237,636
3135,4,285,39,5604,218,232,942
2615,30,150,-88,743,159,250,865
2710,13,60,9,845,211,212,1973
3089,19,30,-7,2979,235,198,1008
3245,23,108,24,4022,227,184,2777
3015,11,127,14,1722,237,223,1860
3182,7,228,-3,1242,205,231,659
2777,11,90,3,2278,226,216,1195
2874,2,0,0,3245,215,235,2687
2719,15,240,-28,1490,237,210,1673
3179,8,234,31,5779,203,247,2345
3440,24,631,155,2103,240,187,1585
2486,25,247,-63,1283,233,238,1302
2984,18,255,7,150,187,208,1008
2972,16,408,76,5442,244,231,4440
2864,26,716,107,4074,180,254,1507
3254,17,558,103,3174,176,218,892
2922,10,182,3,3994,229,218,5309
2975,21,306,121,5314,157,225,708
3067,11,85,7,6811,230,243,2774
2717,7,0,0,2520,215,226,4545
2636,36,212,66,553,172,140,1663
3369,13,162,21,3744,210,213,2801
2862,11,247,35,900,238,234,417
3498,14,631,150,4302,209,210,3411
3129,7,67,10,3491,232,232,5000
2618,16,342,118,1041,181,217,1077
2584,7,247,-2,671,225,225,5487
3107,14,60,-8,1825,242,231,2486
2703,2,360,25,2291,223,237,1712
2746,11,108,10,1660,191,235,2525
3285,14,636,216,3148,190,219,3413
2614,10,297,67,1018,228,220,1332
2944,17,108,15,2040,235,205,2012
2605,22,0,0,1321,155,237,994
3287,6,134,19,5660,227,241,834
3097,15,42,-10,2448,178,233,642
3290,16,283,57,4824,179,222,2850
2900,6,552,67,3681,219,245,3177
2662,20,201,55,2067,195,254,2586
2936,25,192,93,5193,253,206,376
3112,12,67,4,1756,239,234,3162
2720,10,127,26,1651,227,219,1657
3116,11,60,6,1921,203,220,2673
3171,9,376,70,4085,200,228,1008
3176,7,180,17,2070,202,232,2977
2884,18,467,80,741,200,201,778
2290,26,170,83,433,138,231,1429
3043,12,120,26,1222,204,216,2748
3329,6,691,56,932,204,236,1084
2422,33,335,194,1608,254,188,306
2770,7,234,24,902,222,224,1950
2895,22,30,6,750,173,197,1248
2768,29,470,57,1006,220,163,1991
3005,9,150,15,2920,223,220,1768
3082,12,589,45,2242,193,224,1061
2923,19,153,51,3466,211,252,2232
3061,6,150,6,1199,207,232,1760
2647,2,0,0,2173,220,239,2465
3090,5,268,6,5185,228,233,1242
3064,20,175,56,3864,243,232,5167
2723,15,190,-8,2047,244,226,908
2966,12,134,28,2160,241,225,2001
2914,34,108,66,2190,253,190,1635
3268,3,258,10,6210,223,233,400
3060,9,216,0,5238,196,237,2496
3054,22,600,37,1706,158,213,808
3381,22,258,69,4370,242,233,3136
2796,2,0,0,1948,217,240,2321
3222,15,331,112,1597,200,253,2312
3198,19,404,96,297,248,225,4347
3129,13,212,-10,1218,240,219,1101
3079,14,127,11,1518,184,247,1963
3262,14,240,36,3792,219,208,1511
2704,13,30,-3,2675,240,219,2227
3094,10,216,36,4960,199,224,2805
3119,13,85,18,2087,191,223,1839
2953,6,600,-5,4082,226,227,4513
3300,13,360,66,3689,235,215,1653
2841,11,218,14,1834,215,215,1611
3167,9,216,-10,1062,200,227,807
2492,4,331,2,953,227,236,4119
3327,20,582,45,2379,175,206,1001
2905,8,42,-3,4979,206,226,1590
2823,10,120,24,1110,237,226,2236
3333,27,150,51,2308,135,228,2831
3252,29,684,156,1209,156,176,1671
2479,19,60,21,484,235,199,1423
2973,6,524,92,1187,228,230,1958
2414,11,361,144,918,209,219,994
2989,10,127,24,886,237,233,2101
3274,15,474,40,1470,228,207,2320
2585,15,175,43,655,180,223,1883
2280,12,335,70,834,199,218,742
3009,13,90,-2,2307,224,210,4193
3139,12,175,30,2848,226,246,3410
3406,11,864,196,819,239,226,212
2717,9,42,0,2866,229,223,872
2844,16,270,79,1698,241,211,1749
3063,12,162,15,3849,240,232,376
3290,6,297,192,4134,207,231,1150
2929,7,212,13,4759,226,225,3436
3031,4,408,11,1563,222,231,1358
3010,15,402,-9,1604,242,216,888
3019,18,437,97,1106,174,219,663
2854,16,459,8,1482,214,252,750
3159,11,162,18,2461,239,225,1575
3301,19,531,173,3747,184,204,3641
3162,9,402,26,4521,235,227,2042
2429,13,30,-2,1761,237,239,180
3220,15,400,54,589,193,212,1898
2768,15,0,0,2743,207,206,4535
3170,20,150,18,1208,237,239,2435
3061,16,108,18,3102,245,220,2654
3029,7,30,0,930,216,225,1622
3011,5,120,15,836,227,230,1423
3367,23,516,174,750,197,254,845
3175,10,437,43,3246,234,221,3452
2646,16,524,-81,1215,231,204,3894
2253,20,0,0,511,207,253,592
2824,26,95,-5,268,228,177,1641
3200,12,85,-9,3173,192,224,3969
3210,14,30,2,3350,216,210,3293
3090,8,30,7,6897,204,227,2795
3119,12,42,6,1180,186,239,1537
2763,3,242,33,2643,225,236,2026
3365,10,713,126,2972,237,234,2492
2643,9,120,26,1130,233,225,458
2890,12,551,33,4156,194,222,5662
2609,8,30,-1,1992,208,226,2694
2845,14,108,13,1816,221,250,2438
2634,23,90,17,1723,252,212,1249
2804,13,351,70,134,218,211,808
3098,8,175,20,108,199,233,1416
2640,8,360,0,934,218,222,864
3108,26,30,10,3868,219,175,934
3430,20,582,96,1678,165,216,648
3293,34,272,86,1848,234,153,2382
2316,8,0,0,1500,211,223,518
2514,10,150,9,210,234,222,933
2277,12,30,2,108,199,219,1019
3237,6,361,3,153,215,227,1082
2777,6,390,25,2154,210,230,1480
3226,7,90,9,5892,212,227,582
3069,11,30,4,5336,223,217,2697
3283,5,153,21,4729,210,233,911
3044,10,454,3,2868,236,227,6415
2319,16,242,114,920,186,251,582
3022,10,484,112,1651,194,232,2341
2713,7,0,0,3208,223,225,1699
3260,9,540,117,4468,199,245,1024
3193,21,124,-13,1756,219,188,2331
3208,10,134,6,4271,195,229,1506
2798,12,297,91,1414,215,214,774
2977,11,60,10,1142,200,223,849
3388,12,330,48,3104,197,249,1884
2919,1,120,0,3836,217,239,6373
3034,17,255,-19,4287,245,214,2482
2719,24,402,-30,2940,187,186,2486
2647,8,30,2,2310,231,226,900
3134,14,216,40,3474,185,222,3155
2689,10,60,-1,1587,237,235,1399
2859,12,268,100,1476,235,219,1475
3339,19,212,45,2291,209,253,3603
2210,33,95,12,815,223,233,841
3224,17,765,33,2942,202,203,3631
2998,16,30,7,192,218,203,1312
2656,13,285,44,750,237,216,1277
2681,7,0,0,2577,211,227,2282
3414,7,721,218,834,206,229,845
3442,27,85,30,3275,136,217,1537
2541,10,335,72,30,205,222,571
3333,32,127,78,3502,159,249,391
3045,21,330,22,2697,241,234,1473
2913,8,376,33,4213,227,223,6340
2738,8,67,6,1556,225,223,2457
3373,9,60,-5,2270,236,229,3413
2987,12,182,28,2356,202,217,1320
3114,5,175,19,5487,207,235,1176
3031,13,424,125,4310,242,223,4779
3314,10,162,18,3956,231,242,2378
2928,12,258,56,3277,233,216,2143
2883,31,192,78,1065,136,242,1206
3230,15,256,21,4466,180,223,660
3008,13,618,102,5772,189,248,4805
3142,3,690,61,1673,211,237,2828
2560,14,120,44,1572,236,213,1749
2808,24,95,18,589,248,194,924
3130,9,182,12,2340,196,234,1914
2999,7,750,113,1348,206,245,1989
3077,13,319,17,3721,221,211,2607
3283,21,180,54,618,244,199,1025
2447,21,319,18,691,167,207,1584
2667,27,268,123,1050,235,174,993
3080,8,323,39,2821,233,227,6242
2963,11,192,20,2438,190,244,824
2576,10,162,-2,902,233,220,180
3385,16,636,202,2308,218,251,953
3049,11,120,31,1708,196,248,1416
2911,16,67,20,576,239,210,1661
3249,11,376,56,4039,230,244,2012
2976,28,0,0,1489,211,247,552
3185,9,95,26,5031,207,224,1179
2755,17,150,36,2423,181,249,85
3031,9,924,112,5503,229,243,5750
2765,9,150,59,150,206,224,577
3053,4,30,0,3558,218,230,1718
3122,21,67,-18,2820,238,193,3554
3417,16,42,8,1867,237,208,3293
3208,3,469,37,5952,212,241,2106
3156,17,108,0,3088,241,236,983
3291,5,170,31,6218,223,229,391
3058,11,350,15,1342,189,235,2954
3012,2,516,93,2743,218,241,1515
3359,8,85,3,4986,200,244,3694
2670,15,30,1,1449,215,251,1442
3249,13,492,64,3951,216,211,3702
2873,9,30,0,1928,212,222,2343
3277,15,270,51,1136,209,253,819
3062,17,573,-14,870,233,243,2412
2739,24,268,106,2363,251,200,2274
3122,6,42,0,4502,206,233,3386
2939,22,162,45,842,250,219,2780
2845,9,309,7,2955,235,230,2684
3308,19,350,59,4619,225,247,2627
2574,20,0,0,1682,237,239,1253
3254,18,350,93,765,196,200,1749
2978,17,324,-9,6296,215,200,3068
2185,21,242,88,955,157,223,842
2330,24,376,205,1008,167,195,1302
3320,16,400,134,2167,212,252,1205
3342,12,256,60,1224,230,244,957
2634,5,0,0,1812,227,231,5117
2865,20,60,20,2496,171,208,511
3256,16,454,105,2962,181,217,644
3114,22,595,72,655,233,190,1591
3044,13,162,53,5598,225,212,4589
2976,10,192,36,2960,220,217,1471
3161,12,371,120,990,235,216,1434
2186,23,216,25,582,172,194,648
2435,13,90,1,481,226,247,1388
2914,16,531,118,2310,180,248,1805
3088,20,201,73,564,245,229,1158
3032,9,108,19,2773,206,225,713
2508,16,0,0,420,246,225,390
3215,11,285,32,5636,228,217,2214
2541,4,30,0,553,213,243,1130
2225,28,0,0,819,162,179,576
3024,7,218,33,5477,233,235,4968
2912,12,450,43,2165,211,215,1777
3131,22,485,0,1710,239,192,2920
3342,19,743,54,2284,175,210,987
2821,4,0,0,5344,218,232,4641
3100,9,309,63,2823,206,225,5866
2898,22,134,45,3245,163,248,1829
3064,11,124,6,1786,188,237,1194
2551,18,391,108,1020,223,198,1101
2629,18,153,14,1471,247,225,816
2820,16,124,32,1318,204,204,2930
3264,21,351,43,1914,195,254,3465
2498,7,607,271,849,200,237,371
2753,6,42,-1,1860,222,227,1222
3315,21,162,33,1878,250,209,2908
3197,18,30,9,1127,234,242,2591
2834,5,108,-1,2531,206,236,2297
3191,16,582,0,3311,182,215,3257
2731,5,297,41,1396,209,233,2973
3211,26,277,14,5294,230,175,1273
2883,8,446,132,1276,228,224,1413
3300,15,120,30,3373,240,212,1332
2715,27,30,6,2126,254,205,726
3227,31,942,306,3505,127,235,2337
3061,10,400,-107,900,226,219,816
3173,9,234,33,706,235,234,2334
2493,25,240,105,854,246,189,1293
3240,6,120,-1,6117,226,228,443
3241,14,60,-8,4053,239,236,1922
3050,12,417,-16,3479,197,221,2879
2595,8,485,125,570,216,247,564
2595,14,0,0,1421,243,230,1374
3131,13,268,48,2888,216,212,830
3368,12,295,36,2603,235,219,1595
2712,14,400,1,815,228,210,1905
2998,14,67,-11,540,241,234,1728
3016,13,458,106,1641,186,226,2367
2936,12,323,40,5444,237,237,4545
2798,40,240,164,1252,98,226,1463
2971,20,85,10,3061,243,200,1128
2866,20,134,35,1513,212,192,2697
2921,14,391,57,1851,189,250,1024
2972,8,547,13,3376,208,225,5835
3365,37,201,136,3840,245,202,3211
3109,6,642,-76,947,205,233,1091
2771,16,67,0,1892,208,205,1714
2966,16,573,97,2345,212,204,2024
2690,36,108,51,1524,138,244,1299
2325,22,30,5,589,182,254,514
2582,31,85,5,1114,118,219,1836
3049,3,454,69,1396,224,234,2568
3091,15,335,-91,1772,237,212,1343
3070,12,511,36,5922,216,250,1986
2747,13,150,16,1087,222,210,895
3161,22,342,125,2930,252,213,2992
2906,7,228,6,4818,228,228,4646
3305,17,272,46,3191,224,248,1316
2899,9,295,67,785,232,240,1557
2860,10,190,26,430,212,220,636
2955,18,30,12,3234,186,208,2163
3242,7,108,19,3304,202,241,1510
2656,17,42,10,1532,178,249,1140
2865,10,365,-2,693,205,221,771
3295,6,162,22,1909,229,231,3074
3031,6,60,2,3085,205,244,930
3032,21,277,53,2407,168,206,2215
3044,2,272,4,3187,213,237,1084
3178,8,240,54,5286,231,226,2436
3386,15,696,180,1885,216,251,1320
3515,10,481,22,1381,227,245,865
3116,11,361,58,3728,239,228,807
2808,26,360,39,2113,140,217,433
2745,14,362,15,1423,233,211,2349
2550,15,42,10,240,230,245,1471
3076,7,474,62,2353,214,247,1458
2916,7,306,17,5464,206,246,5608
2439,17,67,17,819,180,217,1421
2749,13,537,67,513,231,213,1209
2685,8,404,38,977,207,225,1939
2792,20,342,91,1830,248,224,2168
2380,10,0,0,631,223,247,1054
2547,21,67,23,1530,249,222,1441
3191,21,390,85,1113,214,190,1962
3389,16,417,111,1138,174,226,2867
2765,22,234,64,2226,251,212,552
2762,7,127,26,2950,221,225,5005
3151,20,297,59,212,247,226,4025
2659,21,242,5,457,193,254,700
2538,29,570,130,541,253,208,1282
2913,17,162,56,6025,180,214,4618
2833,7,30,-2,2513,226,226,2268
2855,13,120,6,3127,191,249,2574
2605,26,216,113,785,153,195,360
3199,16,534,26,2240,194,207,1195
2883,10,0,0,5142,222,247,1158
3253,11,685,-16,3947,212,251,1361
2805,5,190,9,474,225,230,646
3102,14,418,11,1980,220,209,1129
3357,9,60,1,4301,234,228,3948
3048,5,90,-3,1084,228,237,3021
2648,32,330,-20,1302,189,247,1087
3096,27,404,67,711,224,170,1697
2323,25,474,185,612,143,231,1622
2913,5,335,13,4729,225,230,4604
3335,13,379,56,3068,225,247,1300
3009,14,108,22,1075,207,209,2017
2672,28,90,38,1195,136,237,1301
2900,9,0,0,5693,194,234,1084
2883,21,242,3,3150,250,215,4365
2887,2,424,68,1128,219,234,2663
3088,10,67,16,1092,194,229,1718
3098,3,510,13,1176,212,236,1194
3024,1,30,-3,1907,220,236,1622
3159,16,618,114,6058,176,243,1631
2652,5,120,0,1289,229,235,6134
3031,13,150,28,1761,188,248,1500
3053,8,234,25,2418,225,222,3005
2744,10,0,0,2100,198,228,443
3102,9,365,49,2348,196,236,2188
3202,3,277,27,5247,224,236,2438
2853,16,295,51,1084,245,229,2100
3197,11,95,-16,2430,219,216,2781
3469,10,552,130,1187,201,223,1589
3246,8,525,66,696,198,238,469
2530,6,277,22,713,212,229,1022
2988,4,134,15,1639,216,231,1561
2330,14,418,177,1158,204,210,518
2845,3,95,15,3182,220,232,4796
3210,9,192,34,3808,235,236,1830
3226,16,67,8,4336,184,215,1350
3106,15,283,-2,2336,226,207,1499
3116,2,30,0,5436,222,235,2974
2968,16,350,52,4671,244,213,6346
2717,24,175,48,1632,231,182,1298
3140,10,730,-4,592,236,236,1634
2797,12,42,7,1302,216,214,2879
3190,24,277,70,4345,181,186,1583
3160,6,180,25,834,208,231,1155
2266,22,190,54,1205,160,209,750
3231,11,0,0,1429,239,225,2710
2845,18,180,40,2577,210,199,999
3201,25,604,127,1064,162,194,1718
2763,10,30,0,1179,232,242,930
2972,2,182,33,5845,216,235,4070
3032,5,30,1,2656,229,236,2970
3446,12,1261,321,4076,201,251,2731
3102,14,192,-2,3845,242,229,1203
3170,20,745,163,2289,245,201,2825
3190,3,127,2,5581,224,235,3105
3228,7,270,95,2674,207,246,1290
3388,12,534,171,3324,208,251,531
2266,25,339,101,459,165,189,331
2945,24,277,151,285,235,185,1239
2322,30,127,54,108,230,233,811
2900,27,42,19,1558,190,252,1106
2369,13,175,61,1535,186,227,626
3084,22,474,164,1410,246,228,3343
2998,3,600,72,5317,211,237,6275
2566,13,360,42,883,226,212,395
2695,11,242,12,1601,215,217,999
2916,4,210,10,4968,212,242,3565
2330,21,335,180,1211,170,204,633
2851,14,0,0,1451,243,224,2402
3198,5,309,26,4455,228,238,2764
2819,3,339,11,1860,222,234,2509
3331,7,360,63,3251,201,241,1725
2898,4,228,47,2632,215,231,2671
3232,6,0,0,2349,220,227,2714
2704,24,127,18,150,238,186,1987
3013,9,67,12,3231,208,224,1189
2896,6,283,17,3172,228,230,2242
3107,6,335,41,2363,212,227,2530
2837,16,90,13,5471,242,212,4606
2914,9,85,24,1577,218,221,1189
2880,13,60,10,5013,210,212,4347
2714,8,256,-36,1560,203,228,1248
2975,9,268,-6,3841,195,239,774
3143,31,655,38,830,245,170,1832
3220,19,180,21,2114,231,196,892
2566,22,134,47,1302,218,187,1756
2781,11,150,33,2859,230,216,6446
2789,12,124,6,1972,194,224,2916
3391,18,95,9,4131,209,197,1155
2713,7,170,20,1919,230,228,6274
3263,5,319,29,300,215,245,779
2776,6,180,35,1612,221,227,2903
2728,29,360,175,997,213,165,1869
2939,13,725,139,2580,215,251,1583
3458,13,551,142,1127,185,233,1448
3193,23,108,29,2583,252,212,2971
2893,8,255,54,3864,227,243,3449
3225,9,270,-4,4361,236,235,990
2795,5,30,0,537,215,230,726
2931,16,30,4,2343,232,207,2650
2889,21,108,-1,872,188,254,732
3149,17,330,112,2218,218,202,1064
3138,17,297,66,3204,171,239,1660
3358,18,708,148,603,247,225,95
2274,10,0,0,1590,237,233,646
2721,18,0,0,3144,245,229,1786
3189,9,485,52,2177,219,221,661
3312,9,589,85,4002,219,248,2179
2869,5,153,22,3055,212,229,2899
2309,20,212,93,297,160,233,589
3080,5,285,39,2758,228,239,6328
3051,8,684,-131,1500,234,230,1116
2265,25,175,62,900,177,185,1172
3301,10,150,33,3287,232,242,566
3064,21,285,66,2520,164,212,2307
2971,19,134,20,2230,222,249,3062
2777,17,242,64,2501,231,202,335
3052,16,60,-5,685,239,237,1345
2962,23,192,40,4977,221,184,3171
3222,8,450,31,5936,219,247,3221
2784,19,85,23,1561,214,195,2489
3078,10,0,0,2210,211,250,180
3204,9,108,13,3463,205,224,3422
3378,16,845,233,4188,183,215,2496
3146,18,85,-6,926,237,202,1315
2537,7,0,0,1342,231,237,1361
3247,13,85,-2,2912,224,211,1855
3172,8,258,33,2766,212,223,3642
2825,16,170,41,1392,238,208,1890
3002,9,124,12,2925,227,222,1739
2949,7,488,85,1661,204,245,1209
3254,14,127,7,3296,183,243,1431
3100,15,510,0,3845,223,207,3569
2924,2,30,-1,1063,223,237,2296
3182,21,60,-18,2576,248,204,2565
3145,17,247,41,1275,177,216,2862
3072,12,182,17,1885,231,243,1786
2815,20,60,25,2513,167,216,376
2999,5,42,4,309,228,238,937
2816,9,342,18,571,229,222,362
2507,19,150,24,503,249,216,295
2972,10,285,64,1624,192,237,1353
2743,11,124,37,2590,234,240,2257
2814,4,153,7,2230,209,242,2358
2224,28,108,73,646,141,193,1591
2968,11,577,25,2850,226,246,2349
2526,11,313,0,671,195,227,1142
3354,21,127,44,3586,160,220,1687
2738,10,300,64,330,234,223,2280
2912,7,150,47,774,226,226,1860
3103,5,780,102,2167,218,230,2461
2814,13,60,11,2193,186,229,2162
3021,8,295,46,2994,227,223,6585
2847,31,295,15,999,160,168,1994
2815,22,408,160,1661,248,199,1482
2833,7,42,6,552,204,245,454
3119,15,108,13,3546,243,216,4204
3367,17,577,200,2391,200,254,920
3022,20,698,194,4442,245,230,1566
3111,22,446,-1,1231,189,189,2125
3427,9,612,98,1294,218,248,3928
3251,20,379,96,1530,243,232,1546
2701,15,30,10,1559,234,208,591
2989,7,60,8,1315,200,235,1820
2392,11,458,125,525,212,217,960
2998,14,242,17,1770,224,248,1434
2985,24,218,54,480,245,189,1466
3181,4,459,86,5032,221,231,2118
3089,25,362,153,1718,253,211,2791
2985,9,120,26,4925,230,221,4716
2907,18,560,96,1798,243,207,2765
2962,14,488,56,5775,192,250,3528
2418,29,90,17,485,147,184,655
2918,22,85,36,1328,204,187,937
2797,27,277,136,295,249,187,1920
3019,14,42,3,4616,242,218,2044
3114,17,201,46,972,235,204,2184
2081,21,30,9,677,249,207,67
1939,41,120,84,120,135,129,912
2890,9,474,65,2364,211,221,2581
3304,23,108,16,2257,214,183,391
3062,4,0,0,3195,221,231,1191
2906,18,579,95,1827,244,209,2782
3146,9,663,129,1703,213,221,2581
2690,13,268,27,912,239,236,484
3130,19,446,49,421,194,199,1524
3018,9,792,120,5844,208,249,5797
2499,22,201,106,390,173,252,379
3430,13,618,-22,1348,238,237,3902
3023,5,577,113,1655,208,242,2248
3154,12,470,73,1075,200,219,2497
2973,24,180,47,5444,249,197,1575
2971,8,256,26,738,211,224,1917
3202,16,457,76,525,195,208,1645
3159,35,30,16,3113,105,216,2315
3081,4,362,38,5028,227,234,1767
3130,15,601,219,5399,176,232,972
3011,37,313,-101,511,240,150,1490
3284,17,534,111,649,173,228,362
2572,16,313,1,765,217,203,95
3028,20,300,-8,3245,160,231,1710
3180,21,30,8,4006,158,234,1513
3048,12,592,51,3019,214,251,792
2875,7,390,18,2919,221,225,3662
3130,15,780,125,6301,175,236,1359
2949,13,466,36,4457,227,211,4237
2777,9,270,34,1803,235,225,497
3037,9,108,4,778,196,236,1784
2799,35,400,-112,3270,177,246,1597
3031,3,443,59,2448,223,234,2421
3125,6,547,84,765,225,243,1797
2935,12,120,20,2913,187,235,1370
3008,4,335,-2,6273,226,234,3731
3087,12,42,6,2315,224,248,3550
